Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00     448/1027        manager::add_element_heap_median(double&) [44]
[31]     0.0    0.00    0.00    1027         maxheap::insert(float) [31]
                0.00    0.00    9500/43266       std::vector<float, std::allocator<float> >::operator[](unsigned long) [10]
                0.00    0.00    2198/2198        maxheap::parent(int) [22]
                0.00    0.00    1027/2116        std::vector<float, std::allocator<float> >::push_back(float const&) [25]
-----------------------------------------------
                0.00    0.00     216/988         std::vector<float, std::allocator<float> >::_M_check_len(unsigned long, char const*) const [82]
                0.00    0.00     355/988         maxheap::extract_max() [56]
                0.00    0.00     417/988         minheap::extract_min() [54]
[32]     0.0    0.00    0.00     988         std::vector<float, std::allocator<float> >::size() const [32]
-----------------------------------------------
                0.00    0.00      10/906         void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [112]
                0.00    0.00     448/906         void std::allocator_traits<std::allocator<double> >::construct<double, double const&>(std::allocator<double>&, double*, double const&) [48]
                0.00    0.00     448/906         void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&) [46]
[33]     0.0    0.00    0.00     906         double const& std::forward<double const&>(std::remove_reference<double const&>::type&) [33]
-----------------------------------------------
                0.00    0.00     772/772         void std::allocator_traits<std::allocator<float> >::destroy<float>(std::allocator<float>&, float*) [35]
[34]     0.0    0.00    0.00     772         void __gnu_cxx::new_allocator<float>::destroy<float>(float*) [34]
-----------------------------------------------
                0.00    0.00     772/772         std::vector<float, std::allocator<float> >::pop_back() [36]
[35]     0.0    0.00    0.00     772         void std::allocator_traits<std::allocator<float> >::destroy<float>(std::allocator<float>&, float*) [35]
                0.00    0.00     772/772         void __gnu_cxx::new_allocator<float>::destroy<float>(float*) [34]
-----------------------------------------------
                0.00    0.00     355/772         maxheap::extract_max() [56]
                0.00    0.00     417/772         minheap::extract_min() [54]
[36]     0.0    0.00    0.00     772         std::vector<float, std::allocator<float> >::pop_back() [36]
                0.00    0.00     772/772         void std::allocator_traits<std::allocator<float> >::destroy<float>(std::allocator<float>&, float*) [35]
-----------------------------------------------
                0.00    0.00     448/448         manager::add_element(double&) [42]
[37]     0.0    0.00    0.00     448         Stats::calculate_std() [37]
                0.00    0.00  201152/201152      std::vector<double, std::allocator<double> >::operator[](unsigned long) [8]
                0.00    0.00  101472/101960      std::vector<double, std::allocator<double> >::size() const [9]
-----------------------------------------------
                0.00    0.00     448/448         manager::add_element(double&) [42]
[38]     0.0    0.00    0.00     448         Stats::calculate_mean(double) [38]
                0.00    0.00     448/101960      std::vector<double, std::allocator<double> >::size() const [9]
-----------------------------------------------
                0.00    0.00     448/448         manager::add_element(double&) [42]
[39]     0.0    0.00    0.00     448         Stats::calculate_firstq() [39]
                0.00    0.00     448/2688        minheap::get_size() [17]
                0.00    0.00     448/2688        maxheap::get_size() [16]
                0.00    0.00     448/1680        maxheap::get_max() [26]
                0.00    0.00     336/1456        minheap::get_min() [27]
-----------------------------------------------
                0.00    0.00     448/448         manager::add_element(double&) [42]
[40]     0.0    0.00    0.00     448         Stats::calculate_median() [40]
                0.00    0.00     448/2688        maxheap::get_size() [16]
                0.00    0.00     448/2688        minheap::get_size() [17]
                0.00    0.00     448/1456        minheap::get_min() [27]
                0.00    0.00     224/1680        maxheap::get_max() [26]
-----------------------------------------------
                0.00    0.00     448/448         manager::add_element(double&) [42]
[41]     0.0    0.00    0.00     448         Stats::calculate_thirdq() [41]
                0.00    0.00     448/2688        minheap::get_size() [17]
                0.00    0.00     448/2688        maxheap::get_size() [16]
                0.00    0.00     448/1456        minheap::get_min() [27]
                0.00    0.00     336/1680        maxheap::get_max() [26]
-----------------------------------------------
                0.00    0.00     448/448         reader(char*) [144]
[42]     0.0    0.00    0.00     448         manager::add_element(double&) [42]
                0.00    0.00     448/448         Stats::calculate_mean(double) [38]
                0.00    0.00     448/448         Stats::calculate_std() [37]
                0.00    0.00     448/448         std::vector<double, std::allocator<double> >::push_back(double const&) [49]
                0.00    0.00     448/448         manager::add_element_heap_firstq(double&) [43]
                0.00    0.00     448/448         Stats::calculate_firstq() [39]
                0.00    0.00     448/448         manager::add_element_heap_median(double&) [44]
                0.00    0.00     448/448         Stats::calculate_median() [40]
                0.00    0.00     448/448         Stats::calculate_thirdq() [41]
                0.00    0.00     448/448         manager::add_element_heap_thirdq(double&) [45]
-----------------------------------------------
                0.00    0.00     448/448         manager::add_element(double&) [42]
[43]     0.0    0.00    0.00     448         manager::add_element_heap_firstq(double&) [43]
                0.00    0.00     448/2688        minheap::get_size() [17]
                0.00    0.00     448/2688        maxheap::get_size() [16]
                0.00    0.00     432/1089        minheap::insert(float) [30]
                0.00    0.00     224/1680        maxheap::get_max() [26]
                0.00    0.00     224/1456        minheap::get_min() [27]
                0.00    0.00     163/1027        maxheap::insert(float) [31]
                0.00    0.00      96/417         minheap::extract_min() [54]
                0.00    0.00      51/355         maxheap::extract_max() [56]
-----------------------------------------------
                0.00    0.00     448/448         manager::add_element(double&) [42]
[44]     0.0    0.00    0.00     448         manager::add_element_heap_median(double&) [44]
                0.00    0.00     448/2688        minheap::get_size() [17]
                0.00    0.00     448/2688        maxheap::get_size() [16]
                0.00    0.00     448/1027        maxheap::insert(float) [31]
                0.00    0.00     448/1089        minheap::insert(float) [30]
                0.00    0.00     224/355         maxheap::extract_max() [56]
                0.00    0.00     224/417         minheap::extract_min() [54]
-----------------------------------------------
                0.00    0.00     448/448         manager::add_element(double&) [42]
[45]     0.0    0.00    0.00     448         manager::add_element_heap_thirdq(double&) [45]
                0.00    0.00     448/2688        maxheap::get_size() [16]
                0.00    0.00     448/2688        minheap::get_size() [17]
                0.00    0.00     448/1680        maxheap::get_max() [26]
                0.00    0.00     416/1027        maxheap::insert(float) [31]
                0.00    0.00     209/1089        minheap::insert(float) [30]
                0.00    0.00      97/417         minheap::extract_min() [54]
                0.00    0.00      80/355         maxheap::extract_max() [56]
-----------------------------------------------
                0.00    0.00     448/448         void std::allocator_traits<std::allocator<double> >::construct<double, double const&>(std::allocator<double>&, double*, double const&) [48]
[46]     0.0    0.00    0.00     448         void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&) [46]
                0.00    0.00     448/906         double const& std::forward<double const&>(std::remove_reference<double const&>::type&) [33]
                0.00    0.00     448/2570        operator new(unsigned long, void*) [18]
-----------------------------------------------
                0.00    0.00     448/448         std::__cxx11::stof(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long*) [50]
[47]     0.0    0.00    0.00     448         float __gnu_cxx::__stoa<float, float, char>(float (*)(char const*, char**), char const*, char const*, unsigned long*) [47]
                0.00    0.00     448/448         __gnu_cxx::__stoa<float, float, char>(float (*)(char const*, char**), char const*, char const*, unsigned long*)::_Save_errno::_Save_errno() [52]
                0.00    0.00     448/448         __gnu_cxx::__stoa<float, float, char>(float (*)(char const*, char**), char const*, char const*, unsigned long*)::_Range_chk::_S_chk(float, std::integral_constant<bool, false>) [51]
                0.00    0.00     448/448         __gnu_cxx::__stoa<float, float, char>(float (*)(char const*, char**), char const*, char const*, unsigned long*)::_Save_errno::~_Save_errno() [53]
-----------------------------------------------
                0.00    0.00      10/448         void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [112]
                0.00    0.00     438/448         std::vector<double, std::allocator<double> >::push_back(double const&) [49]
[48]     0.0    0.00    0.00     448         void std::allocator_traits<std::allocator<double> >::construct<double, double const&>(std::allocator<double>&, double*, double const&) [48]
                0.00    0.00     448/906         double const& std::forward<double const&>(std::remove_reference<double const&>::type&) [33]
                0.00    0.00     448/448         void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&) [46]
-----------------------------------------------
                0.00    0.00     448/448         manager::add_element(double&) [42]
[49]     0.0    0.00    0.00     448         std::vector<double, std::allocator<double> >::push_back(double const&) [49]
                0.00    0.00     438/448         void std::allocator_traits<std::allocator<double> >::construct<double, double const&>(std::allocator<double>&, double*, double const&) [48]
                0.00    0.00      10/10          std::vector<double, std::allocator<double> >::end() [113]
                0.00    0.00      10/10          void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [112]
-----------------------------------------------
                0.00    0.00     448/448         reader(char*) [144]
[50]     0.0    0.00    0.00     448         std::__cxx11::stof(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long*) [50]
                0.00    0.00     448/448         float __gnu_cxx::__stoa<float, float, char>(float (*)(char const*, char**), char const*, char const*, unsigned long*) [47]
-----------------------------------------------
                0.00    0.00     448/448         float __gnu_cxx::__stoa<float, float, char>(float (*)(char const*, char**), char const*, char const*, unsigned long*) [47]
[51]     0.0    0.00    0.00     448         __gnu_cxx::__stoa<float, float, char>(float (*)(char const*, char**), char const*, char const*, unsigned long*)::_Range_chk::_S_chk(float, std::integral_constant<bool, false>) [51]
-----------------------------------------------
                0.00    0.00     448/448         float __gnu_cxx::__stoa<float, float, char>(float (*)(char const*, char**), char const*, char const*, unsigned long*) [47]
[52]     0.0    0.00    0.00     448         __gnu_cxx::__stoa<float, float, char>(float (*)(char const*, char**), char const*, char const*, unsigned long*)::_Save_errno::_Save_errno() [52]
-----------------------------------------------
                0.00    0.00     448/448         float __gnu_cxx::__stoa<float, float, char>(float (*)(char const*, char**), char const*, char const*, unsigned long*) [47]
[53]     0.0    0.00    0.00     448         __gnu_cxx::__stoa<float, float, char>(float (*)(char const*, char**), char const*, char const*, unsigned long*)::_Save_errno::~_Save_errno() [53]
-----------------------------------------------
                0.00    0.00      96/417         manager::add_element_heap_firstq(double&) [43]
                0.00    0.00      97/417         manager::add_element_heap_thirdq(double&) [45]
                0.00    0.00     224/417         manager::add_element_heap_median(double&) [44]
[54]     0.0    0.00    0.00     417         minheap::extract_min() [54]
                0.00    0.00    1251/43266       std::vector<float, std::allocator<float> >::operator[](unsigned long) [10]
                0.00    0.00     417/988         std::vector<float, std::allocator<float> >::size() const [32]
                0.00    0.00     417/772         std::vector<float, std::allocator<float> >::pop_back() [36]
                0.00    0.00     417/417         minheap::min_heapify(int) [55]
-----------------------------------------------
                                1828             minheap::min_heapify(int) [55]
                0.00    0.00     417/417         minheap::extract_min() [54]
[55]     0.0    0.00    0.00     417+1828    minheap::min_heapify(int) [55]
                0.00    0.00   11818/43266       std::vector<float, std::allocator<float> >::operator[](unsigned long) [10]
                0.00    0.00    2245/2245        minheap::left(int) [20]
                0.00    0.00    2245/2245        minheap::right(int) [21]
                0.00    0.00    1828/2812        std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<float> >, std::is_move_constructible<float>, std::is_move_assignable<float> >::value, void>::type std::swap<float>(float&, float&) [15]
                                1828             minheap::min_heapify(int) [55]
-----------------------------------------------
                0.00    0.00      51/355         manager::add_element_heap_firstq(double&) [43]
                0.00    0.00      80/355         manager::add_element_heap_thirdq(double&) [45]
                0.00    0.00     224/355         manager::add_element_heap_median(double&) [44]
[56]     0.0    0.00    0.00     355         maxheap::extract_max() [56]
                0.00    0.00    1065/43266       std::vector<float, std::allocator<float> >::operator[](unsigned long) [10]
                0.00    0.00     355/988         std::vector<float, std::allocator<float> >::size() const [32]
                0.00    0.00     355/772         std::vector<float, std::allocator<float> >::pop_back() [36]
                0.00    0.00     355/355         maxheap::max_heapify(int) [57]
-----------------------------------------------
                                 984             maxheap::max_heapify(int) [57]
                0.00    0.00     355/355         maxheap::extract_max() [56]
[57]     0.0    0.00    0.00     355+984     maxheap::max_heapify(int) [57]
                0.00    0.00    7022/43266       std::vector<float, std::allocator<float> >::operator[](unsigned long) [10]
                0.00    0.00    1339/1339        maxheap::left(int) [28]
                0.00    0.00    1339/1339        maxheap::right(int) [29]
                0.00    0.00     984/2812        std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<float> >, std::is_move_constructible<float>, std::is_move_assignable<float> >::value, void>::type std::swap<float>(float&, float&) [15]
                                 984             maxheap::max_heapify(int) [57]
-----------------------------------------------
                0.00    0.00     324/324         float* std::__relocate_a<float*, float*, std::allocator<float> >(float*, float*, float*, std::allocator<float>&) [74]
[58]     0.0    0.00    0.00     324         float* std::__niter_base<float*>(float*) [58]
-----------------------------------------------
                0.00    0.00     320/320         reader(char*) [144]
[59]     0.0    0.00    0.00     320         Stats::print() [59]
-----------------------------------------------
                0.00    0.00     320/320         reader(char*) [144]
[60]     0.0    0.00    0.00     320         Stats::write() [60]
-----------------------------------------------
                0.00    0.00      12/216         void std::vector<float, std::allocator<float> >::_M_realloc_insert<float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float&&) [128]
                0.00    0.00      96/216         void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [88]
                0.00    0.00     108/216         __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::difference_type __gnu_cxx::operator-<float*, std::vector<float, std::allocator<float> > >(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&) [81]
[61]     0.0    0.00    0.00     216         __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::base() const [61]
-----------------------------------------------
                0.00    0.00      54/162         __gnu_cxx::new_allocator<float>::allocate(unsigned long, void const*) [80]
                0.00    0.00     108/162         std::allocator_traits<std::allocator<float> >::max_size(std::allocator<float> const&) [68]
[62]     0.0    0.00    0.00     162         __gnu_cxx::new_allocator<float>::max_size() const [62]
-----------------------------------------------
                0.00    0.00      20/128         std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [97]
                0.00    0.00     108/128         std::vector<float, std::allocator<float> >::_S_max_size(std::allocator<float> const&) [69]
[63]     0.0    0.00    0.00     128         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [63]
-----------------------------------------------
                0.00    0.00       6/114         std::vector<float, std::allocator<float> >::~vector() [131]
                0.00    0.00      12/114         void std::vector<float, std::allocator<float> >::_M_realloc_insert<float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float&&) [128]
                0.00    0.00      96/114         void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [88]
[64]     0.0    0.00    0.00     114         std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() [64]
-----------------------------------------------
                0.00    0.00      54/108         std::vector<float, std::allocator<float> >::end() [86]
                0.00    0.00      54/108         std::vector<float, std::allocator<float> >::begin() [87]
[65]     0.0    0.00    0.00     108         __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::__normal_iterator(float* const&) [65]
-----------------------------------------------
                0.00    0.00     108/108         std::vector<float, std::allocator<float> >::max_size() const [67]
[66]     0.0    0.00    0.00     108         std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() const [66]
-----------------------------------------------
                0.00    0.00     108/108         std::vector<float, std::allocator<float> >::_M_check_len(unsigned long, char const*) const [82]
[67]     0.0    0.00    0.00     108         std::vector<float, std::allocator<float> >::max_size() const [67]
                0.00    0.00     108/108         std::vector<float, std::allocator<float> >::_S_max_size(std::allocator<float> const&) [69]
                0.00    0.00     108/108         std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() const [66]
-----------------------------------------------
                0.00    0.00     108/108         std::vector<float, std::allocator<float> >::_S_max_size(std::allocator<float> const&) [69]
[68]     0.0    0.00    0.00     108         std::allocator_traits<std::allocator<float> >::max_size(std::allocator<float> const&) [68]
                0.00    0.00     108/162         __gnu_cxx::new_allocator<float>::max_size() const [62]
-----------------------------------------------
                0.00    0.00     108/108         std::vector<float, std::allocator<float> >::max_size() const [67]
[69]     0.0    0.00    0.00     108         std::vector<float, std::allocator<float> >::_S_max_size(std::allocator<float> const&) [69]
                0.00    0.00     108/108         std::allocator_traits<std::allocator<float> >::max_size(std::allocator<float> const&) [68]
                0.00    0.00     108/128         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [63]
-----------------------------------------------
                0.00    0.00      12/108         void std::vector<float, std::allocator<float> >::_M_realloc_insert<float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float&&) [128]
                0.00    0.00      96/108         void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [88]
[70]     0.0    0.00    0.00     108         std::vector<float, std::allocator<float> >::_S_relocate(float*, float*, float*, std::allocator<float>&) [70]
                0.00    0.00     108/108         std::vector<float, std::allocator<float> >::_S_do_relocate(float*, float*, float*, std::allocator<float>&, std::integral_constant<bool, true>) [71]
-----------------------------------------------
                0.00    0.00     108/108         std::vector<float, std::allocator<float> >::_S_relocate(float*, float*, float*, std::allocator<float>&) [70]
[71]     0.0    0.00    0.00     108         std::vector<float, std::allocator<float> >::_S_do_relocate(float*, float*, float*, std::allocator<float>&, std::integral_constant<bool, true>) [71]
                0.00    0.00     108/108         float* std::__relocate_a<float*, float*, std::allocator<float> >(float*, float*, float*, std::allocator<float>&) [74]
-----------------------------------------------
                0.00    0.00      12/108         void std::vector<float, std::allocator<float> >::_M_realloc_insert<float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float&&) [128]
                0.00    0.00      96/108         void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [88]
[72]     0.0    0.00    0.00     108         std::vector<float, std::allocator<float> >::_S_use_relocate() [72]
                0.00    0.00     108/108         std::vector<float, std::allocator<float> >::_S_nothrow_relocate(std::integral_constant<bool, true>) [73]
-----------------------------------------------
                0.00    0.00     108/108         std::vector<float, std::allocator<float> >::_S_use_relocate() [72]
[73]     0.0    0.00    0.00     108         std::vector<float, std::allocator<float> >::_S_nothrow_relocate(std::integral_constant<bool, true>) [73]
-----------------------------------------------
                0.00    0.00     108/108         std::vector<float, std::allocator<float> >::_S_do_relocate(float*, float*, float*, std::allocator<float>&, std::integral_constant<bool, true>) [71]
[74]     0.0    0.00    0.00     108         float* std::__relocate_a<float*, float*, std::allocator<float> >(float*, float*, float*, std::allocator<float>&) [74]
                0.00    0.00     324/324         float* std::__niter_base<float*>(float*) [58]
                0.00    0.00     108/108         std::enable_if<std::__is_bitwise_relocatable<float, void>::value, float*>::type std::__relocate_a_1<float, float>(float*, float*, float*, std::allocator<float>&) [75]
-----------------------------------------------
                0.00    0.00     108/108         float* std::__relocate_a<float*, float*, std::allocator<float> >(float*, float*, float*, std::allocator<float>&) [74]
[75]     0.0    0.00    0.00     108         std::enable_if<std::__is_bitwise_relocatable<float, void>::value, float*>::type std::__relocate_a_1<float, float>(float*, float*, float*, std::allocator<float>&) [75]
-----------------------------------------------
                0.00    0.00      10/64          std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [108]
                0.00    0.00      54/64          std::vector<float, std::allocator<float> >::_M_check_len(unsigned long, char const*) const [82]
[76]     0.0    0.00    0.00      64         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [76]
-----------------------------------------------
                0.00    0.00       6/60          std::_Vector_base<float, std::allocator<float> >::~_Vector_base() [125]
                0.00    0.00       6/60          void std::vector<float, std::allocator<float> >::_M_realloc_insert<float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float&&) [128]
                0.00    0.00      48/60          void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [88]
[77]     0.0    0.00    0.00      60         std::_Vector_base<float, std::allocator<float> >::_M_deallocate(float*, unsigned long) [77]
                0.00    0.00      54/54          std::allocator_traits<std::allocator<float> >::deallocate(std::allocator<float>&, float*, unsigned long) [84]
-----------------------------------------------
                0.00    0.00      60/60          double* std::__relocate_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [102]
[78]     0.0    0.00    0.00      60         double* std::__niter_base<double*>(double*) [78]
-----------------------------------------------
                0.00    0.00      54/54          std::allocator_traits<std::allocator<float> >::deallocate(std::allocator<float>&, float*, unsigned long) [84]
[79]     0.0    0.00    0.00      54         __gnu_cxx::new_allocator<float>::deallocate(float*, unsigned long) [79]
-----------------------------------------------
                0.00    0.00      54/54          std::allocator_traits<std::allocator<float> >::allocate(std::allocator<float>&, unsigned long) [85]
[80]     0.0    0.00    0.00      54         __gnu_cxx::new_allocator<float>::allocate(unsigned long, void const*) [80]
                0.00    0.00      54/162         __gnu_cxx::new_allocator<float>::max_size() const [62]
-----------------------------------------------
                0.00    0.00       6/54          void std::vector<float, std::allocator<float> >::_M_realloc_insert<float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float&&) [128]
                0.00    0.00      48/54          void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [88]
[81]     0.0    0.00    0.00      54         __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::difference_type __gnu_cxx::operator-<float*, std::vector<float, std::allocator<float> > >(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&) [81]
                0.00    0.00     108/216         __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::base() const [61]
-----------------------------------------------
                0.00    0.00       6/54          void std::vector<float, std::allocator<float> >::_M_realloc_insert<float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float&&) [128]
                0.00    0.00      48/54          void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [88]
[82]     0.0    0.00    0.00      54         std::vector<float, std::allocator<float> >::_M_check_len(unsigned long, char const*) const [82]
                0.00    0.00     216/988         std::vector<float, std::allocator<float> >::size() const [32]
                0.00    0.00     108/108         std::vector<float, std::allocator<float> >::max_size() const [67]
                0.00    0.00      54/64          unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [76]
-----------------------------------------------
                0.00    0.00       6/54          void std::vector<float, std::allocator<float> >::_M_realloc_insert<float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float&&) [128]
                0.00    0.00      48/54          void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [88]
[83]     0.0    0.00    0.00      54         std::_Vector_base<float, std::allocator<float> >::_M_allocate(unsigned long) [83]
                0.00    0.00      54/54          std::allocator_traits<std::allocator<float> >::allocate(std::allocator<float>&, unsigned long) [85]
-----------------------------------------------
                0.00    0.00      54/54          std::_Vector_base<float, std::allocator<float> >::_M_deallocate(float*, unsigned long) [77]
[84]     0.0    0.00    0.00      54         std::allocator_traits<std::allocator<float> >::deallocate(std::allocator<float>&, float*, unsigned long) [84]
                0.00    0.00      54/54          __gnu_cxx::new_allocator<float>::deallocate(float*, unsigned long) [79]
-----------------------------------------------
                0.00    0.00      54/54          std::_Vector_base<float, std::allocator<float> >::_M_allocate(unsigned long) [83]
[85]     0.0    0.00    0.00      54         std::allocator_traits<std::allocator<float> >::allocate(std::allocator<float>&, unsigned long) [85]
                0.00    0.00      54/54          __gnu_cxx::new_allocator<float>::allocate(unsigned long, void const*) [80]
-----------------------------------------------
                0.00    0.00       6/54          void std::vector<float, std::allocator<float> >::emplace_back<float>(float&&) [127]
                0.00    0.00      48/54          std::vector<float, std::allocator<float> >::push_back(float const&) [25]
[86]     0.0    0.00    0.00      54         std::vector<float, std::allocator<float> >::end() [86]
                0.00    0.00      54/108         __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::__normal_iterator(float* const&) [65]
-----------------------------------------------
                0.00    0.00       6/54          void std::vector<float, std::allocator<float> >::_M_realloc_insert<float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float&&) [128]
                0.00    0.00      48/54          void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [88]
[87]     0.0    0.00    0.00      54         std::vector<float, std::allocator<float> >::begin() [87]
                0.00    0.00      54/108         __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::__normal_iterator(float* const&) [65]
-----------------------------------------------
                0.00    0.00      48/48          std::vector<float, std::allocator<float> >::push_back(float const&) [25]
[88]     0.0    0.00    0.00      48         void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [88]
                0.00    0.00      96/108         std::vector<float, std::allocator<float> >::_S_use_relocate() [72]
                0.00    0.00      96/114         std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() [64]
                0.00    0.00      96/216         __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::base() const [61]
                0.00    0.00      96/108         std::vector<float, std::allocator<float> >::_S_relocate(float*, float*, float*, std::allocator<float>&) [70]
                0.00    0.00      48/54          std::vector<float, std::allocator<float> >::_M_check_len(unsigned long, char const*) const [82]
                0.00    0.00      48/54          std::vector<float, std::allocator<float> >::begin() [87]
                0.00    0.00      48/54          __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::difference_type __gnu_cxx::operator-<float*, std::vector<float, std::allocator<float> > >(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&) [81]
                0.00    0.00      48/54          std::_Vector_base<float, std::allocator<float> >::_M_allocate(unsigned long) [83]
                0.00    0.00      48/4280        float const& std::forward<float const&>(std::remove_reference<float const&>::type&) [13]
                0.00    0.00      48/2116        void std::allocator_traits<std::allocator<float> >::construct<float, float const&>(std::allocator<float>&, float*, float const&) [24]
                0.00    0.00      48/60          std::_Vector_base<float, std::allocator<float> >::_M_deallocate(float*, unsigned long) [77]
-----------------------------------------------
                0.00    0.00      20/40          void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [112]
                0.00    0.00      20/40          __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [107]
[89]     0.0    0.00    0.00      40         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [89]
-----------------------------------------------
                0.00    0.00      10/30          __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*) [106]
                0.00    0.00      20/30          std::allocator_traits<std::allocator<double> >::max_size(std::allocator<double> const&) [96]
[90]     0.0    0.00    0.00      30         __gnu_cxx::new_allocator<double>::max_size() const [90]
-----------------------------------------------
                0.00    0.00       6/24          void std::vector<float, std::allocator<float> >::emplace_back<float>(float&&) [127]
